video_id,title,channel_name,channel_id,source_query,source_group,dataset_sources,channel_handle,published_time,view_count_text,description_snippet,video_url,query_hits,keywords,description,view_count,publish_date,upload_date,category,owner_handle
BnZFUzpEDe4,Municipalidad de Guatemala se moderniza,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,topic,youtube_lab_targets.csv | youtube_target_channels.csv,/@MunicipalidaddeGuatemala-1551,hace 15 años,642 vistas,"Experto internacional en transparencia de administración publica, se refirió al programa que pone a la vanguardia teconológica a ...",https://www.youtube.com/watch?v=BnZFUzpEDe4,"[""Municipalidad de Guatemala""]","[""municipalidad"", ""guatemala"", ""arzu"", ""tecnologia"", ""sap""]","Experto internacional en transparencia de administración publica, se refirió al programa que pone a la vanguardia teconológica a la Municipalidad de Guatemala a nivel Latinoamericano.",642,2010-10-28T07:36:52-07:00,2010-10-28T07:36:52-07:00,People & Blogs,/@MunicipalidaddeGuatemala-1551
Boj5GILjbI0,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@CIV_Guatemala,hace 2 años,26 vistas,"Segundo spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de ...",https://www.youtube.com/watch?v=Boj5GILjbI0,"[""Ministerio de Comunicaciones Guatemala""]",[],"Segundo spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de Comunicaciones del CIV",26,2023-10-04T14:31:15-07:00,2023-10-04T14:31:15-07:00,People & Blogs,/@CIV_Guatemala
Bp4LtQT8Hk0,"Ciudad de Guatemala, el mejor lugar para vivir",Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,official_gov,target_small_listing.csv | youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv | youtube_lab_targets.csv | youtube_lab_targets_small.csv | youtube_target_channels.csv,/@MunicipalidaddeGuatemala-1551,hace 1 año,"4,265 vistas","La Ciudad de Guatemala sigue evolucionando, convirtiéndose en un espacio de oportunidades, innovación y crecimiento. Aquí ...",https://www.youtube.com/watch?v=Bp4LtQT8Hk0,"[""Municipalidad de Guatemala""]","[""el mejor lugar para vivir"", ""vision de ciudad"", ""ciudad de guatemala"", ""ricardo quiónez"", ""muniguate"", ""municipalidad de guatemala""]","La Ciudad de Guatemala sigue evolucionando, convirtiéndose en un espacio de oportunidades, innovación y crecimiento. Aquí, cada vecino tiene las herramientas para alcanzar sus sueños y metas. Es una ciudad que inspira y nos llena de orgullo.

Para más información, visita la página: www.visiondeciudad.gt 

#ElMejorLugarParaVivir #VisiónDeCiudad #CiudadDeGuatemala #RicardoQuiñónez.",4265,2025-01-30T14:40:31-08:00,2025-01-30T14:40:31-08:00,Entertainment,/@MunicipalidaddeGuatemala-1551
C5hJmAhpMMQ,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",INSIVUMEH,UClgawHgsbqN6Nuok7ds-Szw,@GobiernodelaRepublicadeGuatema,topic,youtube_target_channels.csv,/@INSIVUMEH_GT,hace 2 meses,79 vistas,Conozca más del que hacer del INSIVUMEH en el programa Punto de Enfoque de @GobiernodelaRepublicadeGuatema ...,https://www.youtube.com/watch?v=C5hJmAhpMMQ,"[""@GobiernodelaRepublicadeGuatema""]",[],"Conozca más del que hacer del INSIVUMEH en el programa Punto de Enfoque de @GobiernodelaRepublicadeGuatema

#SomosINSIVUMEH #PasiónPorLaCiencia #AlPuebloDignoSeLeResponde #CIV #ClimaGT",79,2026-06-05T13:50:50-07:00,2026-06-05T13:50:50-07:00,Science & Technology,/@INSIVUMEH_GT
C8wk4HWwWyM,Duro golpe al crimen organizado en Granja Penal de Pavón.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,topic,youtube_lab_targets.csv | youtube_target_channels.csv,/@GobiernodelaRepublicadeGuatema,Transmitido hace 6 días,"2,214 vistas",Duro golpe al crimen organizado en Granja Penal de Pavón.,https://www.youtube.com/watch?v=C8wk4HWwWyM,"[""Gobierno de la República de Guatemala""]",[],Duro golpe al crimen organizado en Granja Penal de Pavón.,2214,2026-08-26T17:35:57-07:00,2026-08-26T17:35:57-07:00,Entertainment,/@GobiernodelaRepublicadeGuatema
CDg6kLRfiqQ,Acciones relevantes en el #Resumen24Horas,PNCdeGuatemala,UCHsYnV67K3J0yJ4QeciVCww,Policia Nacional Civil Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@PNCdeGuatemala,hace 4 días,"11,048 vistas",... https://www.facebook.com/PoliciaNacionalCivildeGuatemala https://x.com/PNCdeGuatemala https://pnc.gob.gt/ ¡Suscríbete ...,https://www.youtube.com/watch?v=CDg6kLRfiqQ,"[""Policia Nacional Civil Guatemala""]",[],"📢 ¡Sígueme en nuestras redes! 🌐
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
https://www.instagram.com/pncdeguatemala
https://www.youtube.com/@PNCdeGuatemala
https://www.tiktok.com/@pncdeguatemala
https://www.facebook.com/PoliciaNacionalCivildeGuatemala
https://x.com/PNCdeGuatemala
https://pnc.gob.gt/

🌟 ¡Suscríbete para más contenido!

#PNC #PNCGuatemala #Policia #Guatemala #SeguridadConTransparencia
 #ProtegerYServir",11048,2026-08-27T06:07:59-07:00,2026-08-27T06:07:59-07:00,Science & Technology,/@PNCdeGuatemala
CJQ46Hr4HcU,Municipalidad de Guatemala  19/12/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,@MunicipalidaddeGuatemala-1551,topic,youtube_target_channels.csv,/@ConcejalesOposici%C3%B3n,hace 8 meses,222 vistas,,https://www.youtube.com/watch?v=CJQ46Hr4HcU,"[""@MunicipalidaddeGuatemala-1551""]",[],,222,2025-12-19T16:09:00-08:00,2025-12-19T16:09:00-08:00,People & Blogs,/@ConcejalesOposici%C3%B3n
D3fRGjqHeHI,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 1",CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@CIV_Guatemala,hace 2 años,23 vistas,"Spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de ...",https://www.youtube.com/watch?v=D3fRGjqHeHI,"[""Ministerio de Comunicaciones Guatemala""]",[],"Spot de la rendición de cuentas del segundo cuatrimestre del 2023 por parte del Sr. Rodolfo Letona, Viceministro de Comunicaciones del CIV",23,2023-10-04T14:28:24-07:00,2023-10-04T14:28:24-07:00,People & Blogs,/@CIV_Guatemala
D4CEpAfkkPI,Policías arremeten contra agente de PMT en zona 10,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,PMT Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@PrensaLibreOficial,hace 13 años,"79,044 vistas",GUATEMALA: Un video colocado en Youtube muestra un forcejeo entre agentes de la Policía Nacional Civil (PNC) y un agente ...,https://www.youtube.com/watch?v=D4CEpAfkkPI,"[""PMT Guatemala""]","[""Guatemala"", ""PNC"", ""PMT"", ""policía"", ""emetra"", ""multas"", ""capturado"", ""problema"", ""vialidad"", ""amilcar montejo""]",GUATEMALA: Un video colocado en Youtube muestra un forcejeo entre agentes de la Policía Nacional Civil (PNC) y un agente de la Policía Municipal de Tránsito capitalina (PMT) por un autopatrulla mal estacionada en la zona 10. (Video: usuario Rojas Mansilla),79044,2013-04-12T08:39:31-07:00,2013-04-12T08:39:31-07:00,News & Politics,/@PrensaLibreOficial
DBvMeKT4gzo,La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA,Fortuna Latina,UCP1YKuLnn1WhzrkxCv1LILQ,guatemala noticias,topic,youtube_guatemala_lab.csv,/@fortunalatinaoficial,hace 2 días,"58,881 vistas",La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA Destapa una ...,https://www.youtube.com/watch?v=DBvMeKT4gzo,"[""guatemala noticias""]","[""La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA"", ""cerveza gallo"", ""familia castillo"", ""guatemala"", ""cerveceria centroamericana"", ""familia mas rica de guatemala"", ""cerveza famosa"", ""empresarios guatemaltecos"", ""historia de guatemala"", ""guatemaltecos en estados unidos"", ""marcas de guatemala"", ""chapin"", ""dinastias familiares"", ""fortunas familiares"", ""documental centroamerica"", ""fortuna latina"", ""millonarios latinos"", ""familias millonarias"", ""familias ricas""]","La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA
Destapa una cerveza en Guatemala y vas a encontrar un gallo en la etiqueta. Ocho de cada diez cervezas que se abren en el país salen de la misma empresa, fundada en 1886 por dos hermanos Castillo que descendían de un soldado de la conquista. Terremotos, dos guerras mundiales, una guerra civil de treinta y seis años y la cervecera más grande del planeta vinieron a tumbarles el trono, y ninguno pudo. Hoy la familia Castillo factura más de mil millones de dólares al año, controla cientos de marcas, banco, agua y comida, y va por la séptima generación sin vender ni una acción. Aquí te contamos cómo la Gallo se convirtió en símbolo de un país, cómo aplastaron a toda la competencia, y por qué el gallo persigue al migrante guatemalteco hasta la tienda latina de Los Ángeles.

Suscríbete y dale like si quieres seguir descubriendo quién es el dueño de las marcas que consumes sin fijarte de dónde vienen. Y dime en los comentarios: ¿qué marca de tu país sientes tan tuya que la defenderías aunque supieras exactamente quién se queda con la plata?

#CervezaGallo #Guatemala #FamiliaCastillo #Cerveza #Chapin #FortunaLatina",58881,2026-08-28T15:07:29-07:00,2026-08-28T15:07:29-07:00,People & Blogs,/@fortunalatinaoficial
DC1_qrLUvHI,Municipalidad de Guatemala 26/08/2026,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,Municipalidad de Guatemala,topic,youtube_target_channels.csv,/@ConcejalesOposici%C3%B3n,hace 6 días,49 vistas,,https://www.youtube.com/watch?v=DC1_qrLUvHI,"[""Municipalidad de Guatemala""]",[],,49,2026-08-26T17:02:16-07:00,2026-08-26T17:02:16-07:00,People & Blogs,/@ConcejalesOposici%C3%B3n
DMAKF8n0XJs,Guatemala TV • ID (2024-2026),Mdpls²,UC7G_DpDtzHv0wbGJvvFCrNg,@GobiernodelaRepublicadeGuatema,topic,youtube_target_channels.csv,/@mdpls2,hace 2 años,367 vistas,"La señal de gobierno que resurgió desde ""Canal de gobierno"". ""Que nadie se quede atrás"" Rec: 05/05/24 © 2024 Gobierno de ...",https://www.youtube.com/watch?v=DMAKF8n0XJs,"[""@GobiernodelaRepublicadeGuatema""]",[],"La señal de gobierno que resurgió desde ""Canal de gobierno"".

""Que nadie se quede atrás""

Rec: 05/05/24

© 2024 Gobierno de Guatemala
Todos los derechos reservados
Video subido sin fines lucrativos.

------------------------------------------------------

Material grabado, vía Capturadora HDMI Steren COM-446, señal cortesía de Claro TV Guatemala.


PD: LANCENSE EN TELEVISIÓN ABIERTA POR EL AMOR DE DIOS @GobiernodelaRepublicadeGuatema",367,2024-05-05T20:52:04-07:00,2024-05-05T20:52:04-07:00,Film & Animation,/@mdpls2
DX5eT-hVU8Q,250 años Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv | youtube_lab_targets.csv | youtube_target_channels.csv,/@MunicipalidaddeGuatemala-1551,hace 7 meses,491 vistas,"Una ciudad construida a partir de sus encuentros, su gente y su historia. 250 años de la Ciudad de Guatemala.",https://www.youtube.com/watch?v=DX5eT-hVU8Q,"[""Municipalidad de Guatemala""]",[],"Una ciudad construida a partir de sus encuentros, su gente y su historia.

250 años de la Ciudad de Guatemala. 

#ElMejorLugarParaVivir #250AñosCiudad #ElPuntoDeEncuentroDeLosCaminos",491,2026-01-11T14:14:18-08:00,2026-01-11T14:14:18-08:00,News & Politics,/@MunicipalidaddeGuatemala-1551
DkxSkQipYwo,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,IDocumenta,UCgItjn_ZWFWcv1MlpKIkqgQ,@GobiernodelaRepublicadeGuatema,topic,youtube_target_channels.csv,/@iDocumenta,hace 1 mes,66 vistas,"El presidente de Guatemala, Bernardo Arévalo, participó este lunes en el acto conmemorativo del Día del Ejército, una ceremonia ...",https://www.youtube.com/watch?v=DkxSkQipYwo,"[""@GobiernodelaRepublicadeGuatema""]",[],"El presidente de Guatemala, Bernardo Arévalo, participó este lunes en el acto conmemorativo del Día del Ejército, una ceremonia que reunió a autoridades civiles y militares para reconocer la labor de las fuerzas armadas del país.
@GobiernodelaRepublicadeGuatema 
#noticias #nacionales #guatemala #politica #cultura #historia #like #comenta #comparte #siguenos",66,2026-07-02T18:48:47-07:00,2026-07-02T18:48:47-07:00,News & Politics,/@iDocumenta
EGfy1BxGLIk,Colabore con las medidas de la PMT,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,PMT Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@MunicipalidaddeGuatemala-1551,hace 15 años,"1,437 vistas","La Policía Municipal de Tránsito -PMT-, ente municipal que mantiene el orden vehicular en la Ciudad de Guatemala, hace un ...",https://www.youtube.com/watch?v=EGfy1BxGLIk,"[""PMT Guatemala""]","[""municipalidad de guatemala"", ""alvaro arzu"", ""pmt"", ""tránsito"", ""transito"", ""orden"", ""vlía"", ""via""]","La Policía Municipal de Tránsito -PMT-, ente municipal que mantiene el orden vehicular en la Ciudad de Guatemala, hace un llamado a la población a colaborar con ellos.",1437,2011-01-28T15:15:16-08:00,2011-01-28T15:15:16-08:00,Education,/@MunicipalidaddeGuatemala-1551
ELhvo8YnYnI,Insivumeh prevé lluvias fuertes por dos ondas del este,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,guatemala lluvias,topic,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@TN23TodoNoticias,hace 13 días,"5,182 vistas",Dos ondas del este traerán lluvias cortas pero intensas esta semana.,https://www.youtube.com/watch?v=ELhvo8YnYnI,"[""guatemala lluvias""]","[""Actualidad"", ""Guatemala"", ""Insivumeh"", ""Noticias"", ""Noticias de Guatemala"", ""Ondas del este"", ""TN23"", ""información"", ""noticias"", ""clima"", ""lluvias""]",Dos ondas del este traerán lluvias cortas pero intensas esta semana.,5182,2026-08-17T17:00:20-07:00,2026-08-17T17:00:20-07:00,News & Politics,/@TN23TodoNoticias
EQDcEgFpXCk,Guatemala: Gobierno refuerza lucha contra las pandillas en medio de crisis de seguridad,FRANCE 24 Español,UCUdOoVWuWmgo1wByzcsyKDQ,guatemala seguridad,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@France24_es,hace 3 meses,"5,459 vistas","Las pandillas tienen azotados a los guatemaltecos con las extorsiones telefónicas que, según estadísticas, la mayoría llegan ...",https://www.youtube.com/watch?v=EQDcEgFpXCk,"[""guatemala seguridad""]","[""América Latina"", ""Guatemala"", ""Inseguridad"", ""Seguridad"", ""pandillas""]","Las pandillas tienen azotados a los guatemaltecos con las extorsiones telefónicas que, según estadísticas, la mayoría llegan desde las cárceles. El Gobierno del presidente Bernardo Arévalo ha tenido que reforzar los operativos contra los grupos al margen de la ley por el repunte de los homicidios.
#Guatemala #pandillas #inseguridad

🔔 Suscríbete a nuestra cadena en YouTube: https://f24.my/YTes
🔴 En VIVO - Sigue FRANCE 24 aquí: https://f24.my/YTliveES
🌍 Nuestro sitio: https://www.france24.com/es/
📲 Siempre en tu bolsillo desde WhatsApp: https://f24.my/WAes
y en Telegram: https://f24.my/TGes

Únete a la comunidad Facebook: https://f24.my/FBes
Siguenos en X: https://f24.my/Xes
Bluesky: https://f24.my/BSes y Threads: https://f24.my/THes
Descubre las noticias en imágenes en Instagram: https://f24.my/IGes
Descubre nuestros vídeos en TikTok: https://f24.my/TKes",5459,2026-05-28T14:23:29-07:00,2026-05-28T14:23:29-07:00,News & Politics,/@France24_es
EZfm-05qtWo,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,Cucurucho en Guatemala,UCFu4dCls6GPdTvgIeE9wjOA,@MunicipalidaddeGuatemala-1551,topic,youtube_target_channels.csv,/@CucuruchoenGuatemala,hace 3 años,128 vistas,"La @MunicipalidaddeGuatemala-1551 presentó su plan de actividades a realizar en la Semana Santa 2023, esto es lo que nos ...",https://www.youtube.com/watch?v=EZfm-05qtWo,"[""@MunicipalidaddeGuatemala-1551""]","[""semana santa"", ""cuaresma"", ""guatemala"", ""cucurucho"", ""procesion""]","La @MunicipalidaddeGuatemala-1551 presentó su plan de actividades a realizar en la Semana Santa 2023, esto es lo que nos cuenta la Directora del Centro Histórico.

#SemanaSanta2023 #cucuruchoenguatemala  #Tradiciones #Trafico #MuniGuate",128,2023-03-24T10:50:24-07:00,2023-03-24T10:50:24-07:00,People & Blogs,/@CucuruchoenGuatemala
F72Rdq5crG4,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala_lab.csv,/@miracanalantigua,hace 1 año,"1,441 vistas","El Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV) ha anunciado dos importantes cambios en su estructura, en ...",https://www.youtube.com/watch?v=F72Rdq5crG4,"[""Ministerio de Comunicaciones Guatemala""]","[""Guatemala"", ""televisión"", ""Canal Antigua"", ""noticias""]","El Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV) ha anunciado dos importantes cambios en su estructura, en medio de una situación en la que los avances en infraestructura vial del país parecen haberse ralentizado.

Suscríbete a nuestro canal → https://bit.ly/canalantiguatv
Infórmate sobre las noticias desde nuestra web → https://canalantigua.tv

¡Y no te olvides de seguirnos en redes sociales!
TikTok → https://www.tiktok.com/@canalantiguaoficial?is_from_webapp=1&sender_device=pc
Facebook → https://www.facebook.com/canalantigua/
Instagram → https://www.instagram.com/canalantigua
Twitter → https://www.twitter.com/canalantigua",1441,2024-10-17T17:31:06-07:00,2024-10-17T17:31:06-07:00,News & Politics,/@miracanalantigua
FEc1BCuBiDg,¡Estamos con ustedes!,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@MunicipalidaddeGuatemala-1551,topic,youtube_lab_targets.csv | youtube_target_channels.csv,/@MunicipalidaddeGuatemala-1551,hace 13 años,"1,562 vistas",La ciudad se solidariza con nuestros hermanos guatemaltecos afectados por los sismos. Puedes ayudar enviando donativos a ...,https://www.youtube.com/watch?v=FEc1BCuBiDg,"[""@MunicipalidaddeGuatemala-1551""]","[""Administración"", ""Álvaro"", ""Enrique"", ""Arzú"", ""Irigoyen"", ""Alcalde"", ""Alcaldia"", ""Municipalidad"", ""Muni"", ""Cumple"", ""Guatemala"", ""Trabajo"", ""Equipo"", ""Transparencia"", ""Pasión"", ""Como"", ""Yo"", ""Tú"", ""Todos"", ""Somos"", ""Ciudad"", ""Futuro"", ""Para"", ""Vivir"", ""terremoto guatemala"", ""sismo"", ""clima"", ""centro de acopio""]","La ciudad se solidariza con nuestros hermanos guatemaltecos afectados por los sismos. Puedes ayudar enviando donativos a través de Bomberos Municipales, llevándolos a cualquiera de nuestras 9 estaciones en la ciudad o el sótano de la Municipalidad de Guatemala.

MAS INFORMACIÓN: Teléfonos 123 y 1551.",1562,2012-11-09T05:36:43-08:00,2012-11-09T05:36:43-08:00,News & Politics,/@MunicipalidaddeGuatemala-1551
FQP4JTo9ShA,Rafael Carrera y el nacimiento de Guatemala,MundoHistoria,UCvegRo82EipXUzAHQXZmr4A,Gobierno de la República de Guatemala,topic,youtube_target_channels.csv,/@MundoHistoriaTV,hace 8 meses,"1,422 vistas",Rafael Carrera fue un militar y político guatemalteco que gobernó como dictador y primer presidente de Guatemala entre ...,https://www.youtube.com/watch?v=FQP4JTo9ShA,"[""Gobierno de la República de Guatemala""]","[""Rafael Carrera"", ""El primer presidente de Guatemala"", ""MundoHistoria"", ""Rafael Carrera y Morazan"", ""Morazan y Rafael Carrera"", ""Dictador de Guatemala"", ""De campesino a presidente""]","Rafael Carrera fue un militar y político guatemalteco que gobernó como dictador y primer presidente de Guatemala entre 1844–1848 y 1851–1865

Mira estos videos también podrían interesarte...

13 Lugares increíbles de Guatemala
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/yow4Rd_6z38

¿Sabías que Centroamérica fue parte de México?
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/9wlPwDb90Sc

Justo Rufino Barrios - El reformador de Guatemala
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/H52NYEh9dNU?si=kzOyj4va-kOa289y

República mayor de Centroamérica: El Salvador, Honduras y Nicaragua
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/CBPuJdjccxQ

Ciudad de Guatemala vs Ciudad de Panamá ¿Cuál de las dos es la mejor?
                  Míralo aquí
                 👇👇👇👇
https://youtu.be/2clEicdT2Us


Gracias por mirar nuestros videos.
Por favor suscríbete, para que no te pierdas nuestras actualizaciones...",1420,2025-12-14T07:00:00-08:00,2025-12-14T07:00:00-08:00,Education,/@MundoHistoriaTV
FU5zLTb4inc,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,Gobierno de Guatemala,topic,youtube_target_channels.csv,/@dcaguatemala,Transmitido hace 4 meses,549 vistas,Conferencia de prensa del Gobierno de Guatemala,https://www.youtube.com/watch?v=FU5zLTb4inc,"[""Gobierno de Guatemala""]",[],Conferencia de prensa del Gobierno de Guatemala,549,2026-04-13T20:32:05-07:00,2026-04-13T20:32:05-07:00,News & Politics,/@dcaguatemala
Fapc1-8m5Zc,Municipalidad de Guatemala 21/11/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,@MunicipalidaddeGuatemala-1551,topic,youtube_target_channels.csv,/@ConcejalesOposici%C3%B3n,hace 9 meses,282 vistas,,https://www.youtube.com/watch?v=Fapc1-8m5Zc,"[""@MunicipalidaddeGuatemala-1551""]",[],,282,2025-11-21T16:02:43-08:00,2025-11-21T16:02:43-08:00,People & Blogs,/@ConcejalesOposici%C3%B3n
Fb2Ccfq5S9w,Reo y su esposa fueron asesinados dentro del Preventivo de zona 18,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,guatemala noticias,topic,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@TN23TodoNoticias,hace 4 semanas,"15,433 vistas",Un privado de libertad y su esposa murieron tras un ataque armado registrado dentro del Centro de Detención Preventiva para ...,https://www.youtube.com/watch?v=Fb2Ccfq5S9w,"[""guatemala noticias""]","[""TN23"", ""información"", ""noticias"", ""Guatemala"", ""reo y su esposa"", ""preventivo de la zona 18""]","Un privado de libertad y su esposa murieron tras un ataque armado registrado dentro del Centro de Detención Preventiva para Hombres Anexo B, en la zona 18 de la Ciudad de Guatemala. Durante el incidente, un guardia del Sistema Penitenciario resultó herido.",15431,2026-08-02T21:00:25-07:00,2026-08-02T21:00:25-07:00,News & Politics,/@TN23TodoNoticias
FuTz67jS7m0,124 nuevos brigadas refuerzan la seguridad vial en Guatemala,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,Provial Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@ProvialOficial_CIV,hace 7 meses,45 vistas,124 nuevos brigadas refuerzan la seguridad vial en Guatemala PROVIAL incorpora 124 nuevos brigadas que fortalecerán la ...,https://www.youtube.com/watch?v=FuTz67jS7m0,"[""Provial Guatemala""]",[],"124 nuevos brigadas refuerzan la seguridad vial en Guatemala

PROVIAL incorpora 124 nuevos brigadas que fortalecerán la seguridad vial en las carreteras del país. La graduación de la XX Promoción de Aspirantes a Brigadas fue encabezada por el presidente Bernardo Arévalo, junto a autoridades del Ministerio de Comunicaciones, Infraestructura y Vivienda y del Viceministerio de Transportes.

Con esta nueva promoción, PROVIAL incrementa su capacidad operativa en un 33 %, alcanzando 496 colaboradores en carretera, dedicados a la prevención de accidentes, atención de emergencias y asistencia vial.

Los nuevos brigadas serán desplegados en puntos estratégicos del país y se integran al trabajo operativo y al Centro de Operaciones PROVIAL (COP), disponible las 24 horas a través del 1520.

Somos PROVIAL, Proteger y Servir.",45,2026-01-06T15:24:15-08:00,2026-01-06T15:24:15-08:00,Education,/@ProvialOficial_CIV
G2u4Rbq7zU4,Arévalo anuncia nueva cárcel de máxima seguridad en Guatemala,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,guatemala seguridad,topic,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@TN23TodoNoticias,hace 10 meses,"6,327 vistas",La instalación tendrá capacidad para dos mil personas y se edificará en un año.,https://www.youtube.com/watch?v=G2u4Rbq7zU4,"[""guatemala seguridad""]","[""Actualidad"", ""Guatemala"", ""Guatemala Noticias"", ""TN23"", ""información"", ""noticias"", ""Presidente Arévalo""]",La instalación tendrá capacidad para dos mil personas y se edificará en un año.,6327,2025-10-15T18:15:03-07:00,2025-10-15T18:15:03-07:00,News & Politics,/@TN23TodoNoticias
GgU7qhmf020,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quorumgt,topic,quorum_channel.csv | quorum_complete.csv | quorum_extra.csv | target_small_listing.csv | youtube_guatemala_plus.csv | youtube_lab_targets.csv | youtube_lab_targets_small.csv | youtube_target_channels.csv,/@quorumgt,hace 2 m,167 vistas,Sueños es una organización que trabaja para brindar educación a niñas y niños cuyos padres son trabajadores ambulantes en ...,https://www.youtube.com/watch?v=GgU7qhmf020,"[""@quorumgt""]",[],"Sueños es una organización que trabaja para brindar educación a niñas y niños cuyos padres son trabajadores ambulantes en Antigua Guatemala. En este episodio de Super contamos cómo están cambiando las vidas de estas familias y construyendo un futuro mejor.

Super es una serie documental de @quorumgt que documenta iniciativas guatemaltecas de impacto social. Cada episodio presenta una iniciativa que está  generando cambios reales en su comunidad.

¿Conoces una iniciativa guatemalteca que deberíamos documentar? Déjala en los comentarios.

🔗 Conoce más sobre Sueños: https://suenosgt.org

Síguenos para no perderte los próximos episodios.
#SuperGT #Guatemala #ImpactoSocial #Educación #Antigua",167,2026-06-12T18:15:06-07:00,2026-06-12T18:15:06-07:00,Nonprofits & Activism,/@quorumgt
GjGMSFSE1gY,"“Gracias a dios, no hay reelección” 🤡",Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quorumgt/videos,channel,quorum_channel.csv | quorum_complete.csv | youtube_guatemala_plus.csv,/@quorumgt,,,¿Te suena familiar? #Guatemala #Giammattei #JimmyMorales #Quorum,https://www.youtube.com/watch?v=GjGMSFSE1gY,"[""@quorumgt/videos""]",[],¿Te suena familiar? #Guatemala #Giammattei #JimmyMorales #Quorum,130,2022-05-12T17:11:45-07:00,2022-05-12T17:11:45-07:00,News & Politics,/@quorumgt
